image_path,claimed_identity,is_genuine,score,latency_ms
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\075674.jpg,5210,True,0.7961681485176086,2359.9165999985416
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\152835.jpg,6277,False,0.16638095676898956,297.00469999806955
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\041307.jpg,6806,False,0.012423750013113022,292.62500000186265
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\041727.jpg,878,False,0.12681758403778076,293.16470000048866
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\122456.jpg,7103,True,0.2975434958934784,282.3720000014873
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\182479.jpg,1154,False,0.03052658960223198,286.58310000173515
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\108789.jpg,8,True,0.8168323636054993,283.92600000370294
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\136726.jpg,6983,False,0.13130781054496765,283.6763999948744
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\202541.jpg,5872,True,0.2397533506155014,299.6063000027789
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\077108.jpg,3655,True,0.40668442845344543,286.50020000350196
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\097784.jpg,9534,True,0.5406672954559326,294.50940000242554
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\063318.jpg,4196,False,0.11464972794055939,294.650100004219
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\052811.jpg,6233,True,0.33598577976226807,281.55790000164416
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\090612.jpg,8936,False,0.026956377550959587,279.3816000048537
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\061485.jpg,205,False,0.1275535374879837,276.5529999960563
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\191572.jpg,9910,False,0.04602676257491112,276.6425000008894
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\128248.jpg,7088,False,0.14999598264694214,276.10960000311024
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\112261.jpg,5872,False,0.08002384006977081,373.1859000035911
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178308.jpg,3877,True,0.6027911305427551,279.4404000014765
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\192926.jpg,5033,False,0.040184035897254944,285.77519999817014
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\187833.jpg,9478,False,0.014097479172050953,318.27509999857284
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\010150.jpg,1167,False,0.22325024008750916,293.0880999992951
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\077187.jpg,8091,True,0.3159150779247284,292.324699999881
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\027075.jpg,8971,False,-0.0033553391695022583,899.3713999952888
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\158554.jpg,8834,False,0.15756799280643463,304.1254999989178
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\097991.jpg,7338,True,0.5996947884559631,293.14800000429386
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\119024.jpg,8748,False,0.1469995379447937,283.83959999337094
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\032582.jpg,6233,False,0.1620968133211136,283.9948999971966
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\035676.jpg,2926,False,0.030765481293201447,286.16900000633905
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\051090.jpg,6806,False,0.08500822633504868,287.0967999988352
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\002032.jpg,9144,False,0.04813254997134209,290.6836000038311
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\156401.jpg,8091,True,0.4248621463775635,290.84530000545783
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\124101.jpg,7422,True,0.2543644905090332,287.0746999979019
